議題類型,議題索引鍵,議題 ID,摘要,受託人,受託人 ID,回報者,回報者 ID,優先順序,狀態,解決方法,已建立,已更新,截止日期
漏洞,RSGCRM2-9,57377,0105【Uat】【R1】機台遊戲六款-麻將發了2-贏分消除中關閉遊戲，會跳斷線重連提示,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,07/一月/26 5:10 下午,21/四月/26 5:19 下午,
漏洞,RSGCFA-5,57376,0105【Uat】【R1】機台遊戲六款-勇闖黃金城-英文-symbol詳細說明與規格文件不符,阿牛,70121:ff51f7a7-1a6d-4899-a0f2-5e88820af6d3,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,07/一月/26 4:36 下午,21/四月/26 5:19 下午,
漏洞,RSGCFA-4,57374,0105【Uat】【R1】機台遊戲六款-勇闖黃金城-廣告頁部份文案與規格文件不符,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,07/一月/26 4:08 下午,21/四月/26 5:19 下午,
漏洞,RSGCSC-26,57373,0105【Uat】【R1】機台遊戲六款-大過年3/麻將發了2/勇闖黃金城-開啟額外押分動畫播放時，可使用機台按鈕,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,07/一月/26 3:47 下午,21/四月/26 5:19 下午,
漏洞,RSGCRM2-8,57372,0105【Uat】【R1】機台遊戲六款-麻將發了2-全語系-BG跑馬燈短文字會滾動,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,07/一月/26 3:37 下午,21/四月/26 5:19 下午,
漏洞,RSGCLEG-7,57368,0105【Uat】【R1】機台遊戲六款-戰神呂布-英文語系-遊戲說明-購買特色說明不完整,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,07/一月/26 3:18 下午,21/四月/26 5:19 下午,
漏洞,RSGCLEG-6,57367,0105【Uat】【R1】機台遊戲六款-戰神呂布-FG-出現3xBONUS，上方會顯示贏分,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,07/一月/26 3:08 下午,21/四月/26 5:19 下午,
漏洞,RSGCFA-3,57366,0105【Uat】【R1】機台遊戲六款-勇闖黃金城-說明頁規格文件缺少文案,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,07/一月/26 3:05 下午,21/四月/26 5:19 下午,
漏洞,RSGCFA-2,57365,0105【Uat】【R1】機台遊戲六款-勇闖黃金城-規格文件部份文案確認是否使用,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,07/一月/26 3:02 下午,21/四月/26 5:19 下午,
漏洞,RSGCLEG-5,57361,0105【Uat】【R1】機台遊戲六款-戰神呂布-跑馬燈顯示順序確認,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,07/一月/26 2:41 下午,21/四月/26 5:19 下午,
漏洞,RSGCPOW-2,57360,"0105【Uat】【R1】機台遊戲六款-雷神之錘-全語系-免費遊戲中跑馬燈少了 ""最高倍率高達51000X！""",Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-WillChou,712020:bd380602-c207-428e-bd52-952ff52a09cb,Medium,結案,,07/一月/26 2:41 下午,21/四月/26 5:19 下午,
漏洞,RSGCLEG-4,57359,0105【Uat】【R1】機台遊戲六款-戰神呂布-FG-總倍數區域缺少總倍數文字,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,07/一月/26 2:19 下午,21/四月/26 5:19 下午,
漏洞,RSGCLEG-3,57358,0105【Uat】【R1】機台遊戲六款-戰神呂布-FG大獎跑分時，上方獲得金額顯示為0,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,07/一月/26 2:11 下午,21/四月/26 5:19 下午,
漏洞,RSGCLEG-2,57350,0105【Uat】【R1】機台遊戲六款-戰神呂布-FG結束結算頁面，背景動畫不會持續播放,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,07/一月/26 10:55 上午,21/四月/26 5:19 下午,
漏洞,RSGCRM2-6,57349,0105【Uat】【R1】機台遊戲六款-麻將發了2-全語系-HELP版面舉例圖錯誤,Gene Huang,712020:9210c724-bb2a-4446-9f22-8bd2832cce5a,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,07/一月/26 10:47 上午,21/四月/26 5:19 下午,
漏洞,RSGCLEG-1,57348,0105【Uat】【R1】機台遊戲六款-戰神呂布-FG中線且獲得倍率，不會自動繼續遊戲,Steve Yeh,712020:8dfb256b-ce1e-4d10-88d4-d74aba540cbe,QA-Sean,712020:b375f0f5-88f2-47e8-a8c3-fd4117da78fa,Medium,結案,,07/一月/26 10:43 上午,21/四月/26 5:19 下午,
漏洞,RSGCRM2-5,57347,0105【Uat】【R1】機台遊戲六款-麻將發了2-英-HELP實做部份與文件不符,Clara Wu,712020:d73a2c6b-ee79-4beb-8699-1425f0060980,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,07/一月/26 10:40 上午,21/四月/26 5:19 下午,
漏洞,RSGCRM2-4,57346,0105【Uat】【R1】機台遊戲六款-麻將發了2-英-跑馬燈開頭文字擋住,kemeterchang,712020:89412c0f-f142-4686-9760-6139539212fe,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,07/一月/26 10:30 上午,21/四月/26 5:19 下午,
漏洞,RSGCRM2-3,57345,0105【Uat】【R1】機台遊戲六款-麻將發了2-中-免費旋轉增加提示顯示英文,kemeterchang,712020:89412c0f-f142-4686-9760-6139539212fe,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,結案,,07/一月/26 10:15 上午,21/四月/26 5:19 下午,
改善,RSGCSC-16,57343,0105【Uat】【R1】機台遊戲六款-help於遊戲內重新開啟不會回到第一頁,Gms,5d147d02e207030bd3c6bdd2,QA-darwin,712020:854bc137-7e5c-4296-b626-473dec40e4ea,Medium,待辦,,07/一月/26 10:09 上午,18/三月/26 3:27 下午,
改善,RSGCSC-15,57308,"0105【Uat】【R1】機台遊戲六款-需確認點擊購買特色按鈕後,視窗展開時,購買特色按鈕是否可見",Crimson 丹合,712020:363a0144-b688-4c80-b105-43b49fbefa89,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,待辦,,06/一月/26 10:36 下午,14/五月/26 11:19 上午,
漏洞,RSGCSC-14,57307,0105【Uat】【R1】機台遊戲六款-全遊戲-斷線重連後Bet並非原Bet,Gms,5d147d02e207030bd3c6bdd2,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,06/一月/26 9:53 下午,21/四月/26 5:19 下午,
漏洞,RSGCCC-13,57306,0105【Uat】【R1】機台遊戲六款-有請財神-免費遊戲中無大獎贏分動畫,LuluHsu,712020:e0539f60-c2ea-4126-91fc-2e267711c91b,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,06/一月/26 8:46 下午,21/四月/26 5:19 下午,
漏洞,RSGCCC-12,57305,0105【Uat】【R1】機台遊戲六款-有請財神-免費遊戲大獎贏分動畫異常,LuluHsu,712020:e0539f60-c2ea-4126-91fc-2e267711c91b,QA-Leo,712020:43438060-b8b0-4b3f-963e-fc65356d9672,Medium,結案,,06/一月/26 8:07 下午,21/四月/26 5:19 下午,
